task_id,task_count,all_tasks_count,task_type,min_size_in,max_size_in,avg_size_in,count_in,sum_in,min_size_out,max_size_out,avg_size_out,count_out,sum_out,exec_file_size
mDiffFit_8,198,310,1,277,4152960,3318967.4,5,16594837,263,263,263.0,1,263,746640
mProject_30,48,310,0,277,1469047,734662.0,2,1469324,4161600,4161600,4161600.0,2,8323200,5930728
mBackground_20,48,310,4,936,4161600,2081755.0,4,8327020,4161600,4161600,4161600.0,2,8323200,5793368
mDiffFit_59,198,310,1,277,4152960,3322423.4,5,16612117,266,266,266.0,1,266,746640
mBackground_15,48,310,4,936,4144320,2073115.0,4,8292460,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_126,198,310,1,277,4161600,3329335.4,5,16646677,267,267,267.0,1,267,746640
mProject_44,48,310,0,277,1471563,735920.0,2,1471840,4144320,4144320,4144320.0,2,8288640,5930728
mProject_31,48,310,0,277,1469719,734998.0,2,1469996,4170240,4170240,4170240.0,2,8340480,5930728
mDiffFit_87,198,310,1,277,4161600,3329335.4,5,16646677,265,265,265.0,1,265,746640
mDiffFit_183,198,310,1,277,4144320,3315511.4,5,16577557,267,267,267.0,1,267,746640
mDiffFit_182,198,310,1,277,4144320,3315511.4,5,16577557,267,267,267.0,1,267,746640
mProject_38,48,310,0,277,1417782,709029.5,2,1418059,4135680,4135680,4135680.0,2,8271360,5930728
mBackground_38,48,310,4,936,4135680,2068795.0,4,8275180,4135680,4135680,4135680.0,2,8271360,5793368
mDiffFit_139,198,310,1,277,4144320,3315511.4,5,16577557,262,262,262.0,1,262,746640
mBackground_42,48,310,4,936,4144320,2073115.0,4,8292460,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_41,198,310,1,277,4152960,3318967.4,5,16594837,258,258,258.0,1,258,746640
mBackground_47,48,310,4,936,4144320,2073115.0,4,8292460,4144320,4144320,4144320.0,2,8288640,5793368
mBgModel_1,3,310,3,6572,13937,10254.5,2,20509,936,936,936.0,1,936,921416
mProject_33,48,310,0,277,1467205,733741.0,2,1467482,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_22,198,310,1,277,4152960,3318967.4,5,16594837,266,266,266.0,1,266,746640
mProject_41,48,310,0,277,1468954,734615.5,2,1469231,4144320,4144320,4144320.0,2,8288640,5930728
mBackground_31,48,310,4,936,4170240,2086075.0,4,8344300,4170240,4170240,4170240.0,2,8340480,5793368
mAdd_3,3,310,6,273,4144320,3898742.970588235,34,132557261,2335680,2335680,2335680.0,2,4671360,5827296
mBackground_40,48,310,4,936,4144320,2073115.0,4,8292460,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_138,198,310,1,277,4144320,3312055.4,5,16560277,272,272,272.0,1,272,746640
mDiffFit_131,198,310,1,277,4170240,3332791.4,5,16663957,263,263,263.0,1,263,746640
mDiffFit_34,198,310,1,277,4152960,3318967.4,5,16594837,257,257,257.0,1,257,746640
mProject_32,48,310,0,277,1471780,736028.5,2,1472057,4161600,4161600,4161600.0,2,8323200,5930728
mDiffFit_101,198,310,1,277,4161600,3329335.4,5,16646677,265,265,265.0,1,265,746640
mDiffFit_37,198,310,1,277,4144320,3315511.4,5,16577557,261,261,261.0,1,261,746640
mDiffFit_155,198,310,1,277,4144320,3312055.4,5,16560277,263,263,263.0,1,263,746640
mDiffFit_25,198,310,1,277,4152960,3322423.4,5,16612117,267,267,267.0,1,267,746640
mDiffFit_110,198,310,1,277,4161600,3329335.4,5,16646677,266,266,266.0,1,266,746640
mDiffFit_169,198,310,1,277,4144320,3315511.4,5,16577557,265,265,265.0,1,265,746640
mDiffFit_187,198,310,1,277,4144320,3315511.4,5,16577557,266,266,266.0,1,266,746640
mDiffFit_38,198,310,1,277,4152960,3318967.4,5,16594837,262,262,262.0,1,262,746640
mDiffFit_134,198,310,1,277,4144320,3315511.4,5,16577557,266,266,266.0,1,266,746640
mProject_15,48,310,0,277,1534779,767528.0,2,1535056,4144320,4144320,4144320.0,2,8288640,5930728
mBackground_6,48,310,4,936,4144320,2073115.0,4,8292460,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_162,198,310,1,277,4135680,3308599.4,5,16542997,266,266,266.0,1,266,746640
mDiffFit_57,198,310,1,277,4152960,3318967.4,5,16594837,269,269,269.0,1,269,746640
mBackground_18,48,310,4,936,4161600,2081755.0,4,8327020,4161600,4161600,4161600.0,2,8323200,5793368
mDiffFit_98,198,310,1,277,4170240,3332791.4,5,16663957,268,268,268.0,1,268,746640
mDiffFit_174,198,310,1,277,4144320,3312055.4,5,16560277,259,259,259.0,1,259,746640
mProject_14,48,310,0,277,1543715,771996.0,2,1543992,4152960,4152960,4152960.0,2,8305920,5930728
mDiffFit_68,198,310,1,277,4161600,3329335.4,5,16646677,262,262,262.0,1,262,746640
mBackground_3,48,310,4,936,4152960,2077435.0,4,8309740,4152960,4152960,4152960.0,2,8305920,5793368
mDiffFit_118,198,310,1,277,4161600,3329335.4,5,16646677,265,265,265.0,1,265,746640
mProject_1,48,310,0,277,1538769,769523.0,2,1539046,4152960,4152960,4152960.0,2,8305920,5930728
mBackground_46,48,310,4,936,4144320,2073115.0,4,8292460,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_10,198,310,1,277,4144320,3315511.4,5,16577557,260,260,260.0,1,260,746640
mProject_48,48,310,0,277,1415237,707757.0,2,1415514,4135680,4135680,4135680.0,2,8271360,5930728
mDiffFit_69,198,310,1,277,4161600,3329335.4,5,16646677,266,266,266.0,1,266,746640
mDiffFit_151,198,310,1,277,4144320,3315511.4,5,16577557,264,264,264.0,1,264,746640
mProject_19,48,310,0,277,1472485,736381.0,2,1472762,4161600,4161600,4161600.0,2,8323200,5930728
mDiffFit_95,198,310,1,277,4161600,3329335.4,5,16646677,262,262,262.0,1,262,746640
mDiffFit_96,198,310,1,277,4161600,3329335.4,5,16646677,263,263,263.0,1,263,746640
mDiffFit_56,198,310,1,277,4152960,3318967.4,5,16594837,261,261,261.0,1,261,746640
mBackground_17,48,310,4,936,4161600,2081755.0,4,8327020,4161600,4161600,4161600.0,2,8323200,5793368
mProject_42,48,310,0,277,1475337,737807.0,2,1475614,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_5,198,310,1,277,4152960,3322423.4,5,16612117,266,266,266.0,1,266,746640
mDiffFit_189,198,310,1,277,4144320,3312055.4,5,16560277,271,271,271.0,1,271,746640
mDiffFit_140,198,310,1,277,4144320,3312055.4,5,16560277,259,259,259.0,1,259,746640
mBackground_16,48,310,4,936,4152960,2077435.0,4,8309740,4152960,4152960,4152960.0,2,8305920,5793368
mBgModel_3,3,310,3,6572,13937,10254.5,2,20509,936,936,936.0,1,936,921416
mProject_5,48,310,0,277,1532754,766515.5,2,1533031,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_81,198,310,1,277,4170240,3332791.4,5,16663957,264,264,264.0,1,264,746640
mDiffFit_39,198,310,1,277,4152960,3318967.4,5,16594837,263,263,263.0,1,263,746640
mProject_4,48,310,0,277,1541940,771108.5,2,1542217,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_124,198,310,1,277,4161600,3329335.4,5,16646677,268,268,268.0,1,268,746640
mBackground_48,48,310,4,936,4135680,2068795.0,4,8275180,4135680,4135680,4135680.0,2,8271360,5793368
mDiffFit_72,198,310,1,277,4161600,3329335.4,5,16646677,264,264,264.0,1,264,746640
mBackground_30,48,310,4,936,4161600,2081755.0,4,8327020,4161600,4161600,4161600.0,2,8323200,5793368
mDiffFit_26,198,310,1,277,4152960,3322423.4,5,16612117,270,270,270.0,1,270,746640
mDiffFit_15,198,310,1,277,4152960,3318967.4,5,16594837,265,265,265.0,1,265,746640
mDiffFit_192,198,310,1,277,4135680,3308599.4,5,16542997,270,270,270.0,1,270,746640
mDiffFit_54,198,310,1,277,4152960,3322423.4,5,16612117,266,266,266.0,1,266,746640
mProject_40,48,310,0,277,1466790,733533.5,2,1467067,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_42,198,310,1,277,4144320,3315511.4,5,16577557,270,270,270.0,1,270,746640
mBackground_29,48,310,4,936,4161600,2081755.0,4,8327020,4161600,4161600,4161600.0,2,8323200,5793368
mImgtbl_1,3,310,5,2884,4152960,3904263.7647058824,17,66372484,7868,7868,7868.0,1,7868,5911576
mDiffFit_47,198,310,1,277,4144320,3315511.4,5,16577557,268,268,268.0,1,268,746640
mProject_12,48,310,0,277,1537525,768901.0,2,1537802,4152960,4152960,4152960.0,2,8305920,5930728
mDiffFit_52,198,310,1,277,4152960,3322423.4,5,16612117,262,262,262.0,1,262,746640
mProject_23,48,310,0,277,1472476,736376.5,2,1472753,4161600,4161600,4161600.0,2,8323200,5930728
mProject_39,48,310,0,277,1468524,734400.5,2,1468801,4144320,4144320,4144320.0,2,8288640,5930728
mProject_17,48,310,0,277,1470071,735174.0,2,1470348,4161600,4161600,4161600.0,2,8323200,5930728
mDiffFit_67,198,310,1,277,4161600,3329335.4,5,16646677,265,265,265.0,1,265,746640
mDiffFit_3,198,310,1,277,4152960,3318967.4,5,16594837,269,269,269.0,1,269,746640
mViewer_3,4,310,7,2335680,2335680,2335680.0,1,2335680,193983,193983,193983.0,1,193983,5041472
mBackground_5,48,310,4,936,4144320,2073115.0,4,8292460,4144320,4144320,4144320.0,2,8288640,5793368
mViewer_2,4,310,7,2335680,2335680,2335680.0,1,2335680,182453,182453,182453.0,1,182453,5041472
mDiffFit_179,198,310,1,277,4144320,3315511.4,5,16577557,267,267,267.0,1,267,746640
mDiffFit_156,198,310,1,277,4144320,3315511.4,5,16577557,267,267,267.0,1,267,746640
mBgModel_2,3,310,3,6572,13937,10254.5,2,20509,936,936,936.0,1,936,921416
mDiffFit_92,198,310,1,277,4161600,3329335.4,5,16646677,265,265,265.0,1,265,746640
mDiffFit_53,198,310,1,277,4152960,3322423.4,5,16612117,266,266,266.0,1,266,746640
mDiffFit_16,198,310,1,277,4144320,3315511.4,5,16577557,264,264,264.0,1,264,746640
mDiffFit_181,198,310,1,277,4144320,3312055.4,5,16560277,266,266,266.0,1,266,746640
mDiffFit_178,198,310,1,277,4144320,3315511.4,5,16577557,270,270,270.0,1,270,746640
mDiffFit_89,198,310,1,277,4170240,3332791.4,5,16663957,261,261,261.0,1,261,746640
mDiffFit_44,198,310,1,277,4152960,3318967.4,5,16594837,263,263,263.0,1,263,746640
mDiffFit_66,198,310,1,277,4152960,3318967.4,5,16594837,262,262,262.0,1,262,746640
mDiffFit_79,198,310,1,277,4161600,3329335.4,5,16646677,266,266,266.0,1,266,746640
mDiffFit_144,198,310,1,277,4144320,3315511.4,5,16577557,261,261,261.0,1,261,746640
mDiffFit_166,198,310,1,277,4144320,3315511.4,5,16577557,263,263,263.0,1,263,746640
mDiffFit_55,198,310,1,277,4144320,3315511.4,5,16577557,268,268,268.0,1,268,746640
mDiffFit_117,198,310,1,277,4161600,3329335.4,5,16646677,267,267,267.0,1,267,746640
mDiffFit_7,198,310,1,277,4152960,3322423.4,5,16612117,267,267,267.0,1,267,746640
mBackground_1,48,310,4,936,4152960,2077435.0,4,8309740,4152960,4152960,4152960.0,2,8305920,5793368
mDiffFit_149,198,310,1,277,4144320,3315511.4,5,16577557,268,268,268.0,1,268,746640
mDiffFit_143,198,310,1,277,4144320,3315511.4,5,16577557,258,258,258.0,1,258,746640
mBackground_35,48,310,4,936,4144320,2073115.0,4,8292460,4144320,4144320,4144320.0,2,8288640,5793368
mBackground_26,48,310,4,936,4161600,2081755.0,4,8327020,4161600,4161600,4161600.0,2,8323200,5793368
mDiffFit_172,198,310,1,277,4135680,3308599.4,5,16542997,261,261,261.0,1,261,746640
mDiffFit_130,198,310,1,277,4170240,3332791.4,5,16663957,262,262,262.0,1,262,746640
mDiffFit_160,198,310,1,277,4144320,3312055.4,5,16560277,266,266,266.0,1,266,746640
mDiffFit_93,198,310,1,277,4161600,3329335.4,5,16646677,267,267,267.0,1,267,746640
mProject_37,48,310,0,277,1475153,737715.0,2,1475430,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_163,198,310,1,277,4144320,3312055.4,5,16560277,265,265,265.0,1,265,746640
mBackground_28,48,310,4,936,4161600,2081755.0,4,8327020,4161600,4161600,4161600.0,2,8323200,5793368
mDiffFit_127,198,310,1,277,4161600,3329335.4,5,16646677,262,262,262.0,1,262,746640
mDiffFit_40,198,310,1,277,4144320,3315511.4,5,16577557,268,268,268.0,1,268,746640
mDiffFit_63,198,310,1,277,4152960,3322423.4,5,16612117,261,261,261.0,1,261,746640
mProject_18,48,310,0,277,1471190,735733.5,2,1471467,4161600,4161600,4161600.0,2,8323200,5930728
mDiffFit_102,198,310,1,277,4161600,3329335.4,5,16646677,266,266,266.0,1,266,746640
mDiffFit_2,198,310,1,277,4152960,3322423.4,5,16612117,260,260,260.0,1,260,746640
mDiffFit_32,198,310,1,277,4152960,3318967.4,5,16594837,267,267,267.0,1,267,746640
mDiffFit_33,198,310,1,277,4144320,3315511.4,5,16577557,264,264,264.0,1,264,746640
mDiffFit_159,198,310,1,277,4144320,3315511.4,5,16577557,259,259,259.0,1,259,746640
mBackground_8,48,310,4,936,4144320,2073115.0,4,8292460,4144320,4144320,4144320.0,2,8288640,5793368
mBackground_33,48,310,4,936,4144320,2073115.0,4,8292460,4144320,4144320,4144320.0,2,8288640,5793368
mProject_22,48,310,0,277,1469018,734647.5,2,1469295,4161600,4161600,4161600.0,2,8323200,5930728
mDiffFit_12,198,310,1,277,4152960,3318967.4,5,16594837,265,265,265.0,1,265,746640
mProject_16,48,310,0,277,1539433,769855.0,2,1539710,4152960,4152960,4152960.0,2,8305920,5930728
mDiffFit_167,198,310,1,277,4144320,3315511.4,5,16577557,267,267,267.0,1,267,746640
mDiffFit_152,198,310,1,277,4144320,3312055.4,5,16560277,265,265,265.0,1,265,746640
mDiffFit_11,198,310,1,277,4144320,3315511.4,5,16577557,256,256,256.0,1,256,746640
mDiffFit_195,198,310,1,277,4144320,3315511.4,5,16577557,268,268,268.0,1,268,746640
mBackground_13,48,310,4,936,4152960,2077435.0,4,8309740,4152960,4152960,4152960.0,2,8305920,5793368
mProject_11,48,310,0,277,1537745,769011.0,2,1538022,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_133,198,310,1,277,4144320,3315511.4,5,16577557,261,261,261.0,1,261,746640
mProject_28,48,310,0,277,1473865,737071.0,2,1474142,4161600,4161600,4161600.0,2,8323200,5930728
mDiffFit_19,198,310,1,277,4152960,3318967.4,5,16594837,263,263,263.0,1,263,746640
mDiffFit_147,198,310,1,277,4144320,3312055.4,5,16560277,266,266,266.0,1,266,746640
mDiffFit_158,198,310,1,277,4144320,3315511.4,5,16577557,264,264,264.0,1,264,746640
mDiffFit_186,198,310,1,277,4144320,3315511.4,5,16577557,263,263,263.0,1,263,746640
mDiffFit_91,198,310,1,277,4161600,3329335.4,5,16646677,263,263,263.0,1,263,746640
mDiffFit_106,198,310,1,277,4161600,3329335.4,5,16646677,262,262,262.0,1,262,746640
mProject_29,48,310,0,277,1464706,732491.5,2,1464983,4161600,4161600,4161600.0,2,8323200,5930728
mDiffFit_64,198,310,1,277,4152960,3318967.4,5,16594837,268,268,268.0,1,268,746640
mDiffFit_17,198,310,1,277,4152960,3318967.4,5,16594837,268,268,268.0,1,268,746640
mDiffFit_129,198,310,1,277,4161600,3329335.4,5,16646677,267,267,267.0,1,267,746640
mDiffFit_116,198,310,1,277,4161600,3329335.4,5,16646677,270,270,270.0,1,270,746640
